"MotifID","Frm","Total_Coverage","Position"
4413,100,18,2855577
4414,100,10,2857134
4415,100,12,2857825
4416,84.2115789473684,19,2858446
4417,100,14,2859352
4418,100,13,2859563
4419,91.6666666666667,12,2860785
4420,100,15,2861778
4421,92.86,14,2862261
4422,100,10,2863058
4423,94.1182352941177,17,2863722
4424,100,16,2864226
4425,87.5,8,2864806
4426,93.75,16,2866334
4427,80,10,2867081
4428,85.7142857142857,7,2868155
4429,90,10,2868448
4430,91.6666666666667,12,2870096
4431,94.4427777777778,18,2870151
4432,100,16,2871737
4433,100,17,2871955
4434,92.3084615384615,13,2873323
4435,89.998,10,2873358
4436,94.4427777777778,18,2873904
4437,93.3333333333333,15,2873935
4438,100,16,2874198
4439,91.6675,12,2874339
4440,88.2352941176471,17,2875391
4441,93.74875,16,2875586
4442,92.8578571428571,14,2876291
4443,92.3084615384615,13,2876678
4444,94.1182352941177,17,2877241
4445,93.750625,16,2878421
4446,93.750625,16,2879067
4447,100,15,2880529
4448,100,4,2881776
4449,100,12,2883325
4450,100,11,2885725
4451,85.7142857142857,7,2885892
4452,100,10,2887075
4453,66.67,3,2887661
4454,75.0025,4,2887670
4455,100,14,2887714
4456,100,10,2889433
4457,100,15,2890240
4458,100,14,2891190
4459,100,11,2891790
4460,100,6,2891932
4461,100,10,2892071
4462,90,10,2892687
4463,100,8,2892726
4464,100,13,2893494
4465,100,15,2893608
4466,100,4,2893992
4467,100,13,2894591
4468,100,12,2895235
4469,91.6666666666667,12,2895881
4470,100,12,2896797
4471,100,9,2896982
4472,86.6673333333333,15,2897957
4473,100,14,2899146
4474,94.7384210526316,19,2899345
4475,100,16,2899525
4476,100,5,2900014
4477,100,16,2900445
4478,89.997,10,2900567
4479,92.8578571428571,14,2900594
4480,94.12,17,2900692
4481,100,9,2902133
4482,90.9072727272727,11,2902283
4483,100,18,2902506
4484,100,11,2903414
4485,100,11,2903537
4486,87.50125,8,2903562
4487,100,8,2903749
4488,100,11,2904104
4489,100,5,2904255
4490,100,13,2905364
4491,100,11,2906919
4492,100,10,2907174
4493,100,8,2907211
4494,100,8,2907546
4495,88.8888888888889,9,2907984
4496,100,11,2908898
4497,100,15,2911732
4498,94.7373684210526,19,2912075
4499,100,15,2912332
4500,76.9230769230769,13,2912391
4501,100,14,2912917
4502,100,8,2913139
4503,94.1176470588235,17,2913148
4504,73.3346666666667,15,2913278
4505,83.3333333333333,12,2913602
4506,85.7157142857143,14,2914159
4507,100,23,2914514
4508,100,18,2914928
4509,100,22,2916521
4510,100,14,2917504
4511,100,20,2918040
4512,86.6666666666667,15,2918609
4513,100,10,2918837
4514,100,17,2919059
4515,100,16,2919772
4516,100,19,2920394
4517,100,13,2920661
4518,100,17,2920729
4519,81.8181818181818,11,2921678
4520,100,9,2922283
4521,100,18,2922393
4522,100,8,2922759
4523,92.3084615384615,13,2923053
4524,100,4,2925194
4525,100,15,2925530
4526,100,11,2925804
4527,83.335,12,2926466
4528,100,13,2926703
4529,100,14,2928314
4530,100,12,2929049
4531,100,15,2929090
4532,100,12,2929168
4533,100,7,2929190
4534,100,13,2929717
4535,80,10,2930117
4536,100,7,2931060
4537,100,13,2931079
4538,100,13,2931157
4539,100,5,2932001
4540,88.8888888888889,9,2933527
4541,90.9090909090909,11,2933918
4542,84.6161538461538,13,2934366
4543,84.6153846153846,13,2935256
4544,69.2330769230769,13,2935354
4545,100,3,2935545
4546,78.5714285714286,14,2935627
4547,87.5,8,2937247
4548,88.8855555555555,9,2937256
4549,88.8866666666667,9,2937410
4550,100,12,2937831
4551,100,12,2939271
4552,100,13,2939308
4553,100,5,2939909
4554,87.50125,8,2940376
4555,50,4,2940381
4556,100,7,2940397
4557,80,10,2941021
4558,75,4,2941048
4559,75,8,2941316
4560,25,12,2941475
4561,74.99875,8,2941835
4562,87.5,8,2942097
4563,81.8181818181818,11,2942579
4564,100,9,2943463
4565,85.7157142857143,14,2943519
4566,75.0025,8,2943841
4567,57.1442857142857,7,2943920
4568,91.6675,12,2944070
4569,90,10,2944207
4570,92.8571428571429,14,2944333
4571,88.2382352941176,17,2944745
4572,93.332,15,2945380
4573,79.998,10,2945986
4574,94.445,18,2946192
4575,95.0005,20,2946319
4576,93.3333333333333,15,2946429
4577,87.5,8,2946450
4578,90.9063636363636,11,2946602
4579,94.4433333333333,18,2946841
4580,95,20,2946866
4581,81.8154545454545,11,2947364
4582,90,10,2948035
4583,100,8,2950205
4584,100,8,2950401
4585,90,10,2950939
4586,100,6,2951049
4587,100,9,2951586
4588,100,7,2951687
4589,100,8,2952138
4590,100,8,2952960
4591,87.4975,8,2953425
4592,100,3,2953434
4593,100,14,2954490
4594,100,9,2955103
4595,100,7,2956703
4596,87.50125,8,2956906
4597,100,4,2957577
4598,83.3333333333333,6,2958494
4599,100,9,2959380
4600,83.3333333333333,6,2959476
4601,100,11,2960068
4602,100,5,2960444
4603,90.9063636363636,11,2961218
4604,91.6641666666666,12,2962979
4605,94.445,18,2963237
4606,79.998,10,2963925
4607,85.7114285714286,7,2964075
4608,88.8888888888889,9,2964088
4609,88.8888888888889,9,2964165
4610,90,10,2964200
4611,100,10,2964515
4612,93.750625,16,2964701
4613,92.3061538461538,13,2964940
4614,100,9,2966031
4615,100,10,2966301
4616,92.8571428571429,14,2966795
4617,100,9,2966908
4618,100,8,2967870
4619,100,20,2968955
4620,100,15,2969604
4621,100,14,2969878
4622,100,7,2969916
4623,100,16,2970293
4624,100,19,2970561
4625,100,22,2970849
4626,100,6,2971335
4627,100,16,2971887
4628,100,11,2971995
4629,92.3076923076923,13,2972070
4630,93.334,15,2972421
4631,100,17,2972555
4632,85.7142857142857,14,2972568
4633,100,3,2972611
4634,91.6675,12,2972785
4635,92.855,14,2973136
4636,93.748125,16,2973166
4637,92.3076923076923,13,2973815
4638,100,10,2974380
4639,94.445,18,2974522
4640,93.3333333333333,15,2974570
4641,85.7142857142857,14,2975405
4642,94.7373684210526,19,2975983
4643,85.715,14,2976393
4644,92.3084615384615,13,2977145
4645,92.3084615384615,13,2978400
4646,100,19,2979219
4647,100,17,2979277
4648,100,23,2980016
4649,94.4466666666667,18,2980220
4650,100,16,2981119
4651,100,18,2981794
4652,100,21,2982023
4653,100,12,2982062
4654,71.43,7,2982389
4655,92.8571428571429,14,2982394
4656,100,18,2982558
4657,100,17,2983044
4658,92,25,2983398
4659,100,26,2983655
4660,100,21,2984834
4661,100,22,2986361
4662,100,24,2987006
4663,100,18,2987024
4664,100,23,2987265
4665,100,29,2988058
4666,88.8888888888889,18,2988216
4667,100,21,2989093
4668,100,25,2990122
4669,100,16,2990552
4670,100,10,2990831
4671,100,17,2991639
4672,100,16,2991895
4673,100,23,2991928
4674,100,18,2992532
4675,100,14,2992579
4676,100,19,2992681
4677,93.75,16,2993658
4678,100,18,2994089
4679,93.748125,16,2994971
4680,100,16,2994983
4681,100,19,2995301
4682,88.4603846153846,26,2995451
4683,100,18,2995967
4684,100,25,2996109
4685,100,18,2996432
4686,77.7744444444444,9,2996601
4687,100,22,2996862
4688,100,15,2999062
4689,100,27,2999534
4690,96.1542307692308,26,3000020
4691,94.7368421052632,19,3000047
4692,96.155,26,3000569
4693,100,25,3001390
4694,88.8888888888889,9,3001525
4695,100,19,3001901
4696,93.75,16,3002268
4697,100,24,3002513
4698,95.2380952380952,21,3002617
4699,100,13,3003341
4700,100,16,3004625
4701,100,22,3005236
4702,88.8888888888889,18,3005692
4703,96.2966666666667,27,3006314
4704,100,18,3006409
4705,100,7,3006897
4706,100,15,3007145
4707,100,14,3008289
4708,100,12,3008661
4709,100,14,3010408
4710,100,14,3010627
4711,77.78,9,3012853
4712,100,11,3012872
4713,66.6666666666667,9,3013021
4714,60,5,3013125
4715,100,11,3013304
4716,100,11,3013682
4717,100,10,3014411
4718,75,8,3014814
4719,100,20,3015413
4720,57.1414285714286,7,3016046
4721,100,12,3016164
4722,100,22,3016508
4723,90.9090909090909,11,3016568
4724,100,13,3016899
4725,93.334,15,3016919
4726,100,22,3017393
4727,100,17,3017991
4728,100,17,3018271
4729,100,14,3018301
4730,100,10,3018309
4731,100,9,3018681
4732,91.665,12,3019308
4733,100,12,3019343
4734,100,14,3019649
4735,100,13,3020502
4736,83.335,12,3020734
4737,100,9,3020741
4738,100,6,3021870
4739,46.1538461538462,13,3022374
4740,83.335,18,3023388
4741,100,15,3023487
4742,71.4271428571429,7,3023631
4743,94.4444444444444,18,3023797
4744,94.1182352941177,17,3024807
4745,100,11,3025777
4746,95.4545454545455,22,3025889
4747,87.5,8,3025905
4748,92.8557142857143,14,3026593
4749,79.998,10,3027584
4750,80.002,10,3028114
4751,87.49875,16,3028500
4752,90.9072727272727,11,3029213
4753,91.6666666666667,12,3029267
4754,100,14,3029752
4755,100,11,3029947
4756,100,11,3030055
4757,100,13,3030351
4758,100,17,3030528
4759,100,13,3030718
4760,83.3333333333333,12,3031049
4761,94.4466666666667,18,3031195
4762,100,8,3031926
4763,100,16,3034331
4764,94.7389473684211,19,3034451
4765,100,18,3034515
4766,95.6508695652174,23,3035174
4767,100,14,3035817
4768,93.334,15,3036078
4769,100,23,3036453
4770,100,22,3037645
4771,100,9,3037694
4772,100,15,3038468
4773,94.4461111111111,18,3038555
4774,94.7368421052632,19,3038705
4775,66.67,15,3039093
4776,68.75,16,3039436
4777,100,19,3039479
4778,100,17,3039744
4779,100,20,3041108
4780,100,14,3041633
4781,96.2955555555556,27,3042461
4782,100,25,3044440
4783,96.0012,25,3044467
4784,100,13,3044549
4785,92.8571428571429,14,3045065
4786,100,28,3045340
4787,100,29,3045954
4788,100,13,3046465
4789,90.9072727272727,11,3047872
4790,100,15,3048097
4791,100,16,3048110
4792,100,19,3049009
4793,100,29,3049328
4794,100,18,3050041
4795,100,19,3050572
4796,100,26,3050607
4797,100,27,3050656
4798,100,21,3051174
4799,100,16,3052122
4800,95,20,3052185
4801,100,23,3052221
4802,100,24,3052316
4803,100,23,3052400
4804,100,26,3052509
4805,100,22,3052548
4806,94.4444444444444,18,3052893
4807,92.855,14,3055565
4808,100,15,3057371
4809,95.0015,20,3057679
4810,100,20,3058337
4811,100,7,3059236
4812,100,17,3059665
4813,100,14,3059870
4814,92.8557142857143,14,3061952
4815,100,12,3062617
4816,100,16,3062950
4817,100,13,3065681
4818,90.9090909090909,11,3066690
4819,100,9,3066883
4820,100,9,3067393
4821,100,9,3067723
4822,100,5,3067933
4823,100,9,3070601
4824,92.8571428571429,14,3071319
4825,100,12,3071387
4826,100,11,3071609
4827,92.3053846153846,13,3071637
4828,57.14,7,3071756
4829,100,10,3072791
4830,100,12,3072857
4831,100,11,3073161
4832,100,9,3073326
4833,100,11,3074099
4834,100,16,3074472
4835,100,20,3074648
4836,96.1542307692308,26,3074778
4837,100,18,3076456
4838,85.7128571428571,14,3077067
4839,100,5,3077077
4840,100,7,3077581
4841,88.8866666666667,9,3077714
4842,100,13,3078777
4843,100,11,3078892
4844,94.4444444444444,18,3079204
4845,100,10,3079378
4846,100,9,3079478
4847,100,9,3081482
4848,85.7142857142857,7,3081913
4849,88.8866666666667,9,3081957
4850,100,6,3083006
4851,91.665,12,3083562
4852,100,11,3083807
4853,83.3308333333333,12,3084250
4854,75,12,3085031
4855,86.6666666666667,15,3085142
4856,75.00125,8,3085197
4857,66.665,6,3086687
4858,85.7157142857143,7,3086746
4859,100,4,3086851
4860,100,5,3087016
4861,87.50125,8,3087229
4862,83.3333333333333,6,3087780
4863,66.665,6,3087952
4864,85.7157142857143,7,3088138
4865,100,6,3088497
4866,100,4,3088504
4867,100,1,3088740
4868,60.002,5,3088862
4869,75,4,3088872
4870,100,5,3089517
4871,100,9,3089638
4872,100,7,3091384
4873,100,10,3091801
4874,100,16,3092044
4875,90.9090909090909,11,3092550
4876,100,14,3092759
4877,100,6,3093221
4878,100,15,3093761
4879,100,17,3094732
4880,100,9,3095417
4881,88.8888888888889,9,3095686
4882,60.002,5,3095868
4883,100,18,3096008
4884,80,15,3096069
4885,81.254375,16,3096266
4886,100,9,3096570
4887,93.3333333333333,15,3096923
4888,72.7272727272727,11,3097005
4889,94.12,17,3097123
4890,100,13,3098064
4891,83.335,12,3099282
4892,92.3076923076923,13,3100146
4893,86.6646666666666,15,3100450
4894,90.9090909090909,11,3100647
4895,100,14,3101094
4896,100,17,3101307
4897,100,10,3101341
4898,91.6666666666667,12,3102542
4899,100,5,3102920
4900,100,8,3104294
4901,100,4,3105250
4902,100,7,3105327
4903,84.6161538461538,13,3105389
4904,90.001,10,3106374
4905,100,12,3107179
4906,100,17,3107344
4907,100,15,3107943
4908,100,14,3108152
4909,100,8,3108727
4910,100,7,3109049
4911,100,10,3109430
4912,100,7,3110602
4913,100,10,3110712
4914,100,6,3111250
4915,100,6,3111709
4916,100,10,3111784
4917,100,17,3114179
4918,100,17,3115045
4919,92.8578571428571,14,3116081
4920,100,14,3116331
4921,100,18,3119787
4922,100,16,3120012
4923,92.8578571428571,14,3121094
4924,100,19,3121639
4925,100,16,3121656
4926,100,11,3122126
4927,92.3076923076923,13,3122342
4928,92.3076923076923,13,3122405
4929,93.75,16,3122673
4930,100,14,3122862
4931,100,17,3123310
4932,88.2347058823529,17,3123480
4933,100,16,3123639
4934,91.6666666666667,12,3123754
4935,92.8571428571429,14,3125517
4936,100,13,3126166
4937,91.665,12,3126696
4938,100,11,3126919
4939,92.3076923076923,13,3127651
4940,100,13,3129401
4941,100,12,3129827
4942,100,15,3129925
4943,100,10,3130378
4944,100,7,3130385
4945,85.7142857142857,7,3130670
4946,91.6666666666667,12,3130785
4947,100,10,3131050
4948,100,11,3131092
4949,100,11,3131792
4950,100,21,3131850
4951,93.750625,16,3131968
4952,88.2329411764706,17,3132406
4953,83.3333333333333,12,3132636
4954,100,16,3132790
4955,77.7777777777778,9,3133523
4956,92.3076923076923,13,3134515
4957,87.5,8,3134605
4958,100,10,3134791
4959,100,18,3134829
4960,100,11,3135557
4961,100,13,3137367
4962,100,13,3137477
4963,100,14,3137873
4964,100,6,3138093
4965,100,8,3138348
4966,100,13,3139234
4967,74.9975,8,3139515
4968,83.3333333333333,6,3139668
4969,100,8,3139840
4970,100,8,3140071
4971,100,7,3140258
4972,88.8888888888889,9,3140375
4973,100,11,3140859
4974,85.7157142857143,7,3141043
4975,77.7766666666667,9,3141079
4976,87.50125,8,3142107
4977,100,7,3142643
4978,80,5,3143148
4979,100,2,3143675
4980,75,4,3144331
4981,66.6644444444444,9,3145023
4982,88.89,9,3145466
4983,100,15,3145548
4984,93.334,15,3146012
4985,100,18,3146076
4986,100,11,3146215
4987,100,14,3146221
4988,100,12,3146448
4989,100,14,3146523
4990,92.855,14,3147233
4991,100,5,3147455
4992,100,9,3147469
4993,90,10,3148027
4994,92.8571428571429,14,3148033
4995,100,10,3148469
4996,100,20,3149736
4997,100,22,3149757
4998,100,19,3149847
4999,95.83375,24,3149884
5000,100,16,3149964
5001,95.2380952380952,21,3150025
5002,100,13,3150392
5003,93.750625,16,3150818
5004,100,18,3151548
5005,95.0015,20,3152568
5006,100,20,3152921
5007,100,11,3153441
5008,100,30,3153524
5009,100,22,3153867
5010,100,16,3154060
5011,100,25,3154592
5012,100,28,3154985
5013,100,19,3156721
5014,100,27,3156886
5015,100,27,3157587
5016,96.1519230769231,26,3157893
5017,100,32,3158106
5018,100,18,3158417
5019,100,19,3158673
5020,100,20,3158692
5021,100,27,3158973
5022,100,26,3159205
5023,100,19,3159297
5024,96.2977777777778,27,3159316
5025,100,19,3160787
5026,100,18,3160841
5027,95.6521739130435,23,3161269
5028,100,9,3161582
5029,90.9090909090909,11,3161961
5030,100,15,3162092
5031,100,29,3162339
5032,100,31,3162496
5033,100,24,3164148
5034,100,17,3164527
5035,96.1542307692308,26,3165150
5036,85.7142857142857,14,3166120
5037,94.7373684210526,19,3167264
5038,100,15,3167561
5039,100,20,3168967
5040,86.6666666666667,15,3169996
5041,93.3333333333333,15,3170199
5042,66.6666666666667,9,3170544
5043,95.2385714285714,21,3173139
5044,95.0005,20,3173751
5045,95.4545454545455,22,3175085
5046,91.3017391304348,23,3175265
5047,73.6831578947368,19,3175863
5048,96.0012,25,3176668
5049,100,14,3177083
5050,92.3076923076923,13,3177401
5051,100,9,3179130
5052,100,18,3179636
5053,100,8,3179654
5054,96,25,3179805
5055,76.4729411764706,17,3179903
5056,85.1851851851852,27,3180153
5057,100,13,3180997
5058,100,16,3181283
5059,93.750625,16,3181731
5060,92.3084615384615,13,3181798
5061,100,25,3181989
5062,100,29,3183104
5063,94.7368421052632,19,3183440
5064,100,24,3184109
5065,95.2380952380952,21,3184726
5066,95.4545454545455,22,3185496
5067,95.2395238095238,21,3185508
5068,95.2380952380952,21,3185599
5069,92.8571428571429,14,3185615
5070,90.4766666666667,21,3185973
5071,96.87625,32,3186004
5072,100,28,3186079
5073,95.9992,25,3186223
5074,93.55,31,3186235
5075,100,32,3186457
5076,83.3333333333333,18,3187107
5077,100,18,3187772
5078,94.4433333333333,18,3188263
5079,100,23,3188389
5080,96.155,26,3188450
5081,96.2977777777778,27,3188782
5082,66.6666666666667,6,3190765
5083,93.75,16,3191162
5084,100,15,3192284
5085,100,16,3193018
5086,93.75,16,3193548
5087,100,13,3194302
5088,96,25,3195583
5089,96.1538461538462,26,3195744
5090,93.75,16,3196761
5091,94.4427777777778,18,3197950
5092,95.455,22,3198702
5093,100,4,3201118
5094,100,10,3201125
5095,93.75,16,3201230
5096,100,11,3201401
5097,100,12,3201905
5098,100,17,3202672
5099,85.7157142857143,14,3202989
5100,100,25,3205825
5101,95.4572727272727,22,3206475
5102,90,20,3206809
5103,100,31,3206886
5104,100,24,3207518
5105,100,26,3209028
5106,100,18,3211276
5107,95.9968,25,3211522
5108,100,18,3212139
5109,96.6666666666667,30,3212189
5110,96.1561538461538,26,3212288
5111,100,28,3212300
5112,100,26,3212990
5113,94.7373684210526,19,3213354
5114,100,21,3215072
5115,100,23,3215553
5116,96.6676666666667,30,3215952
5117,91.9956,25,3216183
5118,100,27,3216197
5119,100,30,3216727
5120,94.4444444444444,18,3217555
5121,100,16,3217963
5122,94.1182352941177,17,3217984
5123,100,17,3219136
5124,100,18,3219532
5125,94.4444444444444,18,3219863
5126,100,16,3220229
5127,100,14,3220294
5128,100,17,3220501
5129,87.5,8,3220507
5130,100,13,3221053
5131,94.7352631578947,19,3222566
5132,88.8888888888889,18,3222592
5133,90.001,20,3222945
5134,80.001,10,3223671
5135,100,9,3226440
5136,89.997,10,3226902
5137,100,10,3227146
5138,89.997,10,3227157
5139,88.8866666666667,9,3227388
5140,76.4688235294118,17,3227460
5141,88.2329411764706,17,3229560
5142,100,18,3229932
5143,93.3313333333333,15,3231010
5144,95.2385714285714,21,3232076
5145,100,18,3233239
5146,88.8877777777778,18,3233514
5147,94.7352631578947,19,3234299
5148,100,10,3235573
5149,94.7384210526316,19,3236536
5150,100,10,3237567
5151,100,19,3238005
5152,100,20,3238044
5153,70,10,3238639
5154,100,23,3238712
5155,100,15,3238923
5156,92.3076923076923,13,3240859
5157,91.6666666666667,12,3241102
5158,100,19,3241713
5159,100,12,3241723
5160,100,8,3243646
5161,100,16,3244012
5162,91.6675,12,3244275
5163,100,13,3244520
5164,100,16,3246566
5165,95.6513043478261,23,3246889
5166,100,9,3247403
5167,100,11,3247498
5168,100,9,3249648
5169,100,10,3249668
5170,100,13,3249851
5171,66.6666666666667,9,3250986
5172,92.8571428571429,14,3251461
5173,100,17,3251655
5174,100,15,3254405
5175,100,22,3254865
5176,100,27,3254906
5177,100,30,3255436
5178,95.4522727272727,22,3255502
5179,100,16,3255729
5180,100,31,3255745
5181,94.1182352941177,17,3257065
5182,100,18,3258243
5183,94.1182352941177,17,3258437
5184,93.334,15,3258460
5185,100,19,3258788
5186,90,10,3259147
5187,100,12,3259382
5188,100,12,3259955
5189,100,11,3260604
5190,100,19,3262119
5191,95.0015,20,3262394
5192,94.7389473684211,19,3262400
5193,88.2364705882353,17,3262505
5194,87.5,8,3262735
5195,91.6666666666667,12,3262747
5196,100,10,3262775
5197,100,13,3263557
5198,100,21,3263732
5199,94.7373684210526,19,3263925
5200,87.500625,16,3264017
5201,100,13,3264904
5202,100,21,3267029
5203,100,19,3268240
5204,100,17,3268316
5205,89.4763157894737,19,3268561
5206,94.9975,20,3270011
5207,100,20,3270055
5208,96.1538461538462,26,3270210
5209,100,9,3271072
5210,100,23,3272135
5211,91.6675,12,3272796
5212,94.4444444444444,18,3273015
5213,100,8,3273286
5214,100,21,3274793
5215,94.7373684210526,19,3275141
5216,88.8888888888889,18,3275264
5217,100,8,3275312
5218,80,15,3275688
5219,100,31,3276464
5220,100,25,3276673
5221,100,14,3277861
5222,94.7373684210526,19,3278596
5223,94.7342105263158,38,3280371
5224,72.0008,25,3280615
5225,100,20,3280741
5226,89.997,20,3280769
5227,90.9066666666667,33,3281053
5228,92.86,28,3281276
5229,100,23,3281302
5230,96.6676666666667,30,3281399
5231,96.664,30,3281566
5232,92.8585714285714,28,3281701
5233,85.71,21,3282809
5234,100,24,3283363
5235,100,21,3284601
5236,95.6534782608695,23,3284862
5237,100,12,3285820
5238,93.332,15,3285856
5239,100,11,3286155
5240,94.4444444444444,18,3286409
5241,100,14,3286443
5242,100,17,3287252
5243,95.65,23,3287504
5244,88.89,18,3287543
5245,100,19,3288054
5246,100,32,3288780
5247,100,12,3289564
5248,100,12,3289594
5249,100,11,3289658
5250,100,17,3290210
5251,84.6161538461538,13,3290631
5252,100,12,3290982
5253,100,4,3291130
5254,100,12,3292359
5255,92.8557142857143,14,3293390
5256,100,21,3294181
5257,100,23,3294949
5258,100,14,3295057
5259,95.2385714285714,21,3295555
5260,88.8877777777778,18,3296011
5261,100,9,3296237
5262,100,11,3296243
5263,100,23,3296686
5264,100,10,3297217
5265,92.8557142857143,14,3298352
5266,100,8,3298361
5267,94.999,20,3298472
5268,95.8333333333333,24,3301611
5269,92.8578571428571,28,3301638
5270,100,34,3302119
5271,100,20,3302843
5272,100,24,3303517
5273,100,25,3304552
5274,100,21,3304573
5275,100,24,3305690
5276,81.250625,16,3307020
5277,100,18,3307539
5278,90.9072727272727,11,3308249
5279,100,19,3308319
5280,94.445,18,3308714
5281,100,17,3309057
5282,100,20,3309519
5283,55.5555555555556,9,3310901
5284,100,16,3311804
5285,66.6666666666667,6,3312185
5286,100,9,3312867
5287,100,15,3313285
5288,100,15,3313437
5289,100,24,3313709
5290,95.002,20,3314159
5291,94.1182352941177,17,3315706
5292,100,19,3316789
5293,100,16,3316810
5294,94.7368421052632,19,3317044
5295,95.0005,20,3318221
5296,100,20,3319896
5297,100,13,3319969
5298,90,10,3319982
5299,100,22,3320018
5300,91.6675,12,3321013
5301,92.3061538461538,13,3321725
5302,100,20,3322486
5303,100,22,3323557
5304,100,27,3323928
5305,77.7777777777778,18,3324390
5306,96.1538461538462,26,3324415
5307,97.14,35,3324496
5308,100,30,3324764
5309,100,32,3324800
5310,100,27,3324819
5311,100,19,3324897
5312,100,24,3325044
5313,91.6683333333333,24,3326485
5314,100,34,3326644
5315,100,36,3326706
5316,100,18,3328453
5317,95.2385714285714,21,3328688
5318,92.3061538461538,13,3328727
5319,100,12,3328811
5320,100,22,3328877
5321,95.6521739130435,23,3330987
5322,95.4563636363636,22,3331285
5323,100,29,3331604
5324,93.33,30,3331628
5325,96.0016,25,3332090
5326,100,27,3332648
5327,100,20,3333170
5328,94.7368421052632,19,3333210
5329,100,17,3333319
5330,100,21,3334061
5331,100,13,3334199
5332,100,19,3334208
5333,100,14,3335658
5334,82.8548571428571,35,3337520
5335,95.998,25,3338311
5336,100,26,3338540
5337,93.1062068965517,29,3339090
5338,100,30,3339190
5339,93.748125,16,3340955
5340,96.664,30,3341554
5341,96.0024,25,3341684
5342,89.4763157894737,19,3344302
5343,96.2951851851852,27,3345421
5344,88.8888888888889,18,3345508
5345,100,17,3345670
5346,94.7389473684211,19,3345961
5347,93.5509677419355,31,3348041
5348,96.7725806451613,31,3348217
5349,94.7373684210526,19,3348569
5350,100,28,3349109
5351,100,15,3350387
5352,100,20,3350698
5353,94.4433333333333,18,3350750
5354,100,22,3350967
5355,100,17,3352812
5356,100,15,3352997
5357,100,14,3353004
5358,100,13,3353067
5359,100,10,3354779
5360,100,17,3355029
5361,100,27,3356357
5362,100,24,3357342
5363,100,17,3358686
5364,100,19,3358913
5365,100,26,3359158
5366,100,24,3359747
5367,95.998,25,3360368
5368,100,20,3361176
5369,100,26,3362018
5370,95.83375,24,3362231
5371,100,27,3362431
5372,100,21,3362490
5373,94.7368421052632,19,3363429
5374,100,18,3364237
5375,95.2366666666667,21,3364458
5376,94.12,17,3364659
5377,100,18,3365228
5378,86.67,15,3365233
5379,96.1553846153846,26,3367009
5380,96.1519230769231,26,3367482
5381,90.3206451612903,31,3369183
5382,97.144,35,3369965
5383,89.6572413793103,29,3370101
5384,96.8759375,32,3371582
5385,95.0005,20,3372275
5386,100,23,3372577
5387,96,25,3372600
5388,92.0024,25,3372910
5389,88,25,3373087
5390,87.4991666666667,24,3373479
5391,89.4747368421053,19,3376552
5392,100,20,3376804
5393,100,19,3377392
5394,100,24,3377569
5395,100,24,3378703
5396,100,16,3378736
5397,95.83375,24,3379942
5398,96.1519230769231,26,3380737
5399,92.8571428571429,14,3381205
5400,91.998,25,3381567
5401,94.1182352941177,17,3383256
5402,82.354705882353,17,3384363
5403,93.332,15,3384505
5404,94.2854285714286,35,3386556
5405,97.2194444444444,36,3387429
5406,96.7745161290323,31,3387959
5407,91.1752941176471,34,3388595
5408,90.3225806451613,31,3388613
5409,100,34,3390012
5410,97.0588235294118,34,3390350
5411,100,37,3390591
5412,90.002,30,3391888
5413,85.7157142857143,21,3392745
5414,87.4975,24,3392977
5415,94.7368421052632,19,3393098
5416,92.0016,25,3393430
5417,100,35,3394524
5418,75.003125,16,3395874
5419,91.6675,12,3397254
5420,86.955652173913,23,3398857
5421,100,11,3399094
5422,88.2376470588235,17,3399224
5423,88.2335294117647,17,3399493
5424,77.2768181818182,22,3399518
5425,95.002,20,3399761
5426,85.7142857142857,14,3400259
5427,84.2073684210526,19,3400928
5428,100,19,3401101
5429,100,18,3401851
5430,100,32,3402253
5431,94.1176470588235,17,3402528
5432,100,27,3403022
5433,100,30,3403337
5434,97.3657894736842,38,3405245
5435,100,15,3405570
5436,100,25,3405763
5437,100,23,3405787
5438,93.3333333333333,30,3407011
5439,90.9090909090909,22,3407282
5440,96.5520689655173,29,3407377
5441,95.2380952380952,21,3407464
5442,88.4611538461538,26,3407870
5443,93.3313333333333,15,3409880
5444,91.43,35,3411167
5445,96.0012,25,3411939
5446,100,22,3412119
5447,100,29,3413054
5448,97.3663157894737,38,3413150
5449,100,29,3413295
5450,100,22,3413347
5451,96.668,30,3414503
5452,100,17,3416038
5453,100,14,3416414
5454,92.3076923076923,13,3417182
5455,100,9,3418323
5456,100,2,3419626
5457,100,5,3419803
5458,100,2,3420752
5459,100,2,3420822
5460,50.0025,4,3421528
5461,42.8571428571429,7,3422550
5462,100,9,3423195
5463,100,10,3423721
5464,77.7777777777778,9,3423831
5465,60,10,3423992
5466,100,6,3424023
5467,100,4,3424178
5468,100,2,3425136
5469,66.6666666666667,3,3425200
5470,66.6666666666667,3,3425224
5471,75,4,3425456
5472,100,5,3425476
5473,100,4,3425536
5474,85.7157142857143,7,3425645
5475,86.668,15,3426702
5476,90.4766666666667,21,3428372
5477,100,20,3428411
5478,96.7709677419355,31,3429843
5479,90,20,3430206
5480,96.8753125,32,3431512
5481,95.0005,20,3431743
5482,96.5510344827586,29,3432513
5483,100,21,3434095
5484,100,25,3435598
5485,100,20,3435830
5486,96.2966666666667,27,3436285
5487,100,27,3437411
5488,95.2366666666667,21,3438022
5489,100,22,3438888
5490,100,32,3440026
5491,100,27,3440116
