"MotifID","Position","Strand","Frm","Coverage","n_samples"
2852,111595,"-",97.9772727272727,99,2
2853,111658,"-",99.1802459016393,122,2
2854,111973,"-",96.8266666666667,126,2
2855,119182,"-",100,119,2
2856,122138,"-",92.9410588235294,85,2
2857,125503,"-",99.1748760330579,121,2
2858,128104,"-",92.4053164556962,79,2
2859,130966,"-",97.5385245901639,122,2
2860,136261,"-",99.0302912621359,103,2
2861,137624,"-",95.455,88,2
2862,138138,"-",97.9407216494845,97,2
2863,143387,"-",93.2548314606742,89,2
2864,146331,"-",100,47,2
2865,149920,"-",100,103,2
2866,158338,"-",98.4375,64,2
2867,175024,"-",94.4934862385321,109,2
2868,175473,"-",88.999,100,2
2869,189351,"-",100,57,2
2870,191702,"-",100,54,2
2871,191777,"-",98.5929577464789,71,2
2872,192469,"-",100,80,2
2873,193184,"-",83.0201886792453,53,2
2874,193640,"-",100,75,2
2875,194401,"-",100,83,2
2876,196614,"-",93.5090909090909,77,2
2877,198436,"-",97.5927710843373,83,2
2878,203364,"-",100,91,2
2879,207668,"-",94.1169607843137,102,2
2880,209142,"-",100,87,2
2881,211065,"-",92.4260606060606,66,2
2882,215103,"-",100,86,2
2883,215182,"-",96.1541025641026,78,2
2884,217973,"-",96.9109278350516,97,2
2885,218896,"-",98.5055223880597,67,2
2886,220872,"-",98.9028571428571,91,2
2887,221195,"-",93.055,72,2
2888,223093,"-",98.959375,96,2
2889,229567,"-",96.6621111111111,90,2
2890,231365,"-",96.1180582524272,103,2
2891,232562,"-",89.7704545454545,88,2
2892,235925,"-",99.0219607843137,102,2
2893,236450,"-",96.664,90,2
2894,239577,"-",87.8026829268293,82,2
2895,241363,"-",97.9789898989899,99,2
2896,243411,"-",97.6996551724138,87,2
2897,244149,"-",97.2194444444444,108,2
2898,244663,"-",97.2738181818182,110,2
2899,245239,"-",100,112,2
2900,245386,"-",97.4788235294118,119,2
2901,246531,"-",98.0566019417476,103,2
2902,250559,"-",99.0815596330275,109,2
2903,251374,"-",86.1144444444444,72,2
2904,252436,"-",97.50025,80,2
2905,255882,"-",96.8087234042553,94,2
2906,258193,"-",97.6458823529412,85,2
2907,262816,"-",98.9111956521739,92,2
2908,262918,"-",97.8026373626374,91,2
2909,265198,"-",98.9894949494949,99,2
2910,266516,"-",100,103,2
2911,267311,"-",100,109,2
2912,269579,"-",91.5247457627119,59,2
2913,271825,"-",96.6301123595506,89,2
2914,275051,"-",98.3333333333333,60,2
2915,279606,"-",95.8897260273973,73,2
2916,289631,"-",92.592037037037,54,2
2917,292197,"-",90.9090909090909,55,2
2918,294643,"-",87.2357446808511,47,2
2919,298269,"-",96.5503448275862,87,2
2920,299811,"-",91.3052173913044,46,2
2921,300392,"-",98.5059701492537,67,2
2922,303328,"-",98.6847368421053,76,2
2923,307418,"-",100,106,2
2924,309653,"-",97.9360824742268,97,2
2925,310507,"-",98.4831818181818,66,2
2926,315551,"-",97.49975,120,2
2927,318548,"-",94.6220430107527,93,2
2928,319360,"-",98.9989,100,2
2929,321975,"-",98.0024,100,2
2930,322722,"-",97.3665789473684,76,2
2931,323136,"-",98.81,84,2
2932,323223,"-",99.0890909090909,110,2
2933,324367,"-",94.9360759493671,79,2
2934,328940,"-",100,77,2
2935,329915,"-",97.4333333333333,78,2
2936,334664,"-",98.8617045454545,88,2
2937,335200,"-",99.0973873873874,111,2
2938,335632,"-",100,85,2
2939,336615,"-",100,64,2
2940,337091,"-",100,99,2
2941,338133,"-",100,72,2
2942,338310,"-",98.95625,96,2
2943,343360,"-",96.1528205128205,78,2
2944,346280,"-",98.936170212766,94,2
2945,346436,"-",100,101,2
2946,350479,"-",100,107,2
2947,350864,"-",93.2464864864865,74,2
2948,357157,"-",100,106,2
2949,357369,"-",96.9412244897959,98,2
2950,357915,"-",98.9264516129032,93,2
2951,359139,"-",100,88,2
2952,359724,"-",96.4691764705883,85,2
2953,365636,"-",96.191619047619,105,2
2954,366625,"-",100,100,2
2955,367420,"-",100,108,2
2956,369795,"-",95.8352777777778,72,2
2957,380393,"-",94.1182352941177,51,2
2958,382934,"-",69.7681395348837,43,2
2959,384203,"-",97.0032,100,2
2960,389359,"-",98.8768539325843,89,2
2961,389574,"-",100,84,2
2962,389955,"-",97.7997802197802,91,2
2963,390381,"-",98.9887878787879,99,2
2964,391763,"-",92.9545070422535,71,2
2965,401365,"-",97.8522580645161,93,2
2966,403987,"-",100,56,2
2967,405482,"-",100,91,2
2968,407607,"-",98.8247058823529,85,2
2969,408920,"-",95.3128125,64,2
2970,413597,"-",95.83125,48,2
2971,415636,"-",100,82,2
2972,416682,"-",97.7791111111111,90,2
2973,417515,"-",86.5392307692308,52,2
2974,418297,"-",100,108,2
2975,420057,"-",100,108,2
2976,421549,"-",94.4454166666667,72,2
2977,427280,"-",100,106,2
2978,430238,"-",87.9990666666667,75,2
2979,432032,"-",95.3490697674419,86,2
2980,433698,"-",98.9881818181818,99,2
2981,433917,"-",99.0024,100,2
2982,434253,"-",96.7754838709677,93,2
2983,438130,"-",98.96,96,2
2984,441649,"-",100,74,2
2985,445140,"-",97.144,70,2
2986,450499,"-",75.00125,48,2
2987,450919,"-",93.5926923076923,78,2
2988,452352,"-",100,95,2
2989,452676,"-",98.8524137931035,87,2
2990,453137,"-",98.5938028169014,71,2
2991,459958,"-",100,71,2
2992,460958,"-",90.9090909090909,55,2
2993,461129,"-",96.9671212121212,66,2
2994,461825,"-",100,69,2
2995,463297,"-",98.1162264150943,53,2
2996,464495,"-",100,93,2
2997,471884,"-",95.455,66,2
2998,471944,"-",100,74,2
2999,473477,"-",98.6287671232877,73,2
3000,474370,"-",88.459358974359,78,2
3001,476635,"-",100,80,2
3002,479323,"-",100,101,2
3003,479611,"-",92.2085714285714,77,2
3004,483417,"-",96.1542307692308,78,2
3005,485808,"-",98.9264516129032,93,2
3006,485823,"-",99.04,104,2
3007,487271,"-",99.109375,112,2
3008,487394,"-",99.0543396226415,106,2
3009,489008,"-",74.9994117647059,68,2
3010,491688,"-",99.1996,125,2
3011,496498,"-",96.8072340425532,94,2
3012,501417,"-",99.0186274509804,102,2
3013,502700,"-",100,83,2
3014,503273,"-",100,120,2
3015,504051,"-",100,118,2
3016,504108,"-",100,116,2
3017,525315,"-",96.7208196721311,61,2
3018,526628,"-",72.5005,40,2
3019,528752,"-",92.3092307692308,39,2
3020,538575,"-",93.9736144578313,83,2
3021,539913,"-",98.1847272727273,55,2
3022,544672,"-",97.8013186813187,91,2
3023,545588,"-",97.0610784313726,102,2
3024,547267,"-",98.3763414634146,123,2
3025,547728,"-",99.0677570093458,107,2
3026,549622,"-",98.306779661017,118,2
3027,549774,"-",100,108,2
3028,550261,"-",96.250625,80,2
3029,552535,"-",97.6219047619048,84,2
3030,558240,"-",100,97,2
3031,561473,"-",97.3660526315789,76,2
3032,561518,"-",96.627191011236,89,2
3033,561665,"-",100,94,2
3034,562519,"-",97.9195833333333,96,2
3035,563967,"-",93.6804210526316,95,2
3036,565117,"-",99.1326086956522,115,2
3037,567082,"-",96.7213114754098,61,2
3038,572680,"-",97.8522580645161,93,2
3039,575468,"-",100,98,2
3040,579922,"-",100,78,2
3041,581532,"-",97.3344,75,2
3042,584559,"-",98.8095238095238,84,2
3043,590609,"-",100,89,2
3044,590873,"-",100,87,2
3045,592576,"-",100,81,2
3046,594439,"-",96.2048101265823,79,2
3047,594532,"-",99.1843902439024,123,2
3048,594866,"-",93.9029268292683,82,2
3049,597014,"-",98.9477894736842,95,2
3050,603321,"-",94.3649295774648,71,2
3051,604689,"-",96.5132558139535,86,2
3052,609814,"-",100,112,2
3053,615121,"-",98.7354430379747,79,2
3054,615994,"-",95.0827868852459,61,2
3055,617800,"-",93.2443243243243,74,2
3056,621807,"-",98.8390697674419,86,2
3057,630364,"-",96.0540789473684,76,2
3058,632268,"-",98.6306849315068,73,2
3059,632508,"-",91.4902127659575,47,2
3060,633750,"-",98.7174358974359,78,2
3061,634584,"-",100,61,2
3062,635224,"-",94.6665333333333,75,2
3063,647098,"-",94.64625,56,2
3064,650376,"-",100,77,2
3065,650650,"-",98.4615384615385,65,2
3066,651701,"-",98.1488888888889,54,2
3067,654842,"-",96.227358490566,53,2
3068,656290,"-",98.8096428571429,84,2
3069,659486,"-",88.2329411764706,68,2
3070,660399,"-",98.8372093023256,86,2
3071,662260,"-",91.6683333333333,72,2
3072,662426,"-",98.6649333333333,75,2
3073,663414,"-",98.332,60,2
3074,666134,"-",100,97,2
3075,666746,"-",97.2983783783784,74,2
3076,667217,"-",95.7,93,2
3077,670610,"-",100,101,2
3078,670628,"-",100,84,2
3079,672706,"-",100,93,2
3080,673520,"-",98.7666666666667,81,2
3081,680999,"-",100,76,2
3082,682050,"-",96.9704545454545,66,2
3083,682777,"-",100,97,2
3084,683353,"-",95.31296875,64,2
3085,684780,"-",98.5722857142857,70,2
3086,685544,"-",95.5235820895522,67,2
3087,686601,"-",100,83,2
3088,688371,"-",98.935,94,2
3089,689683,"-",100,102,2
3090,692557,"-",84.3775,64,2
3091,697238,"-",100,114,2
3092,698914,"-",96.7476422764228,123,2
3093,699752,"-",97.1161538461538,104,2
3094,703642,"-",100,106,2
3095,703729,"-",99.0306796116505,103,2
3096,704401,"-",100,90,2
3097,705762,"-",98.6672,75,2
3098,705924,"-",100,93,2
3099,706626,"-",100,104,2
3100,707101,"-",100,122,2
3101,707807,"-",99.0893636363636,110,2
3102,713308,"-",93.4052747252747,91,2
3103,713344,"-",97.9584693877551,98,2
3104,714823,"-",100,83,2
3105,716114,"-",100,86,2
3106,717457,"-",100,71,2
3107,718142,"-",97.5,80,2
3108,720184,"-",100,84,2
3109,720772,"-",97.8017582417582,91,2
3110,723258,"-",96.5148837209302,86,2
3111,724725,"-",97.7786666666667,90,2
3112,726842,"-",98.7674074074074,81,2
3113,727022,"-",84.208947368421,76,2
3114,729212,"-",98.4854545454545,66,2
3115,732139,"-",100,87,2
3116,736700,"-",94.8062337662338,77,2
3117,740836,"-",95.5864705882353,68,2
3118,742788,"-",94.2862857142857,70,2
3119,747094,"-",93.3353333333333,75,2
3120,753162,"-",98.9707216494845,97,2
3121,757073,"-",100,104,2
3122,757848,"-",97.8503225806452,93,2
3123,759072,"-",100,86,2
3124,759123,"-",92.8597142857143,70,2
3125,761351,"-",97.5913253012048,83,2
3126,762428,"-",100,109,2
3127,763118,"-",100,109,2
3128,766243,"-",91.0862376237624,101,2
3129,766805,"-",99.1017117117117,111,2
3130,767900,"-",100,117,2
3131,769876,"-",100,92,2
3132,770218,"-",97.0596078431373,102,2
3133,770545,"-",98.1507407407407,108,2
3134,771691,"-",100,98,2
3135,774133,"-",100,94,2
3136,775807,"-",66.2630120481928,83,2
3137,776077,"-",98.9372340425532,94,2
3138,778017,"-",100,94,2
3139,778374,"-",98.752,80,2
3140,781518,"-",97.8278260869565,92,2
3141,783717,"-",92.498,80,2
3142,785632,"-",100,134,2
3143,786708,"-",97.8731914893617,94,2
3144,787979,"-",96.6998901098901,91,2
3145,791639,"-",100,78,2
3146,792125,"-",96.9238461538461,65,2
3147,796386,"-",100,50,2
3148,797182,"-",98.0776923076923,52,2
3149,799902,"-",100,75,2
3150,801456,"-",91.7816438356164,73,2
3151,801543,"-",100,88,2
3152,806315,"-",94.7389473684211,76,2
3153,807195,"-",76.565,64,2
3154,812566,"-",71.4257142857143,7,2
3155,815837,"-",94.7359649122807,57,2
3156,820400,"-",98.8893333333333,90,2
3157,824441,"-",96.6301123595506,89,2
3158,827604,"-",100,101,2
3159,828586,"-",100,113,2
3160,828669,"-",99.1438461538462,117,2
3161,836841,"-",98.9024175824176,91,2
3162,836906,"-",96.1541025641026,78,2
3163,837579,"-",96.1557692307692,52,2
3164,842050,"-",95.8322916666667,48,2
3165,844278,"-",96.87265625,64,2
3166,846190,"-",87.7235087719298,57,2
3167,851678,"-",93.05625,72,2
3168,856443,"-",98.6491891891892,74,2
3169,863208,"-",93.5912820512821,78,2
3170,864338,"-",98.2160714285714,56,2
3171,871268,"-",100,65,2
3172,871769,"-",100,57,2
3173,872111,"-",100,50,2
3174,872384,"-",93.75,48,2
3175,873065,"-",100,50,2
3176,875050,"-",98.0382352941177,51,2
3177,875973,"-",94.5940540540541,37,2
3178,883479,"-",100,55,2
3179,884282,"-",100,58,2
3180,885530,"-",97.998,50,2
3181,889032,"-",97.2951351351351,37,2
3182,893704,"-",83.8223529411765,68,2
3183,894031,"-",100,93,2
3184,896697,"-",93.8472307692308,65,2
3185,902491,"-",100,70,2
3186,905083,"-",100,86,2
3187,905711,"-",98.9372340425532,94,2
3188,905721,"-",98.75125,80,2
3189,906215,"-",100,86,2
3190,910989,"-",100,86,2
3191,916729,"-",95.2931764705882,85,2
3192,919503,"-",93.147397260274,73,2
3193,922841,"-",100,67,2
3194,927716,"-",100,94,2
3195,930283,"-",95.1219512195122,82,2
3196,930388,"-",98.7963855421687,83,2
3197,937123,"-",100,82,2
3198,937409,"-",97.8226086956522,92,2
3199,938484,"-",100,86,2
3200,939525,"-",98.824,85,2
3201,943635,"-",98.5089552238806,67,2
3202,945754,"-",98.8510344827586,87,2
3203,945865,"-",97.7003448275862,87,2
3204,948737,"-",98.9251612903226,93,2
3205,950190,"-",78.9457894736842,38,2
3206,955315,"-",100,74,2
3207,955660,"-",100,113,2
3208,957705,"-",98.9119565217391,92,2
3209,958685,"-",96.4291666666667,84,2
3210,960287,"-",95.6955913978495,93,2
3211,962475,"-",95.7105714285714,70,2
3212,963602,"-",97.8269565217391,92,2
3213,964462,"-",97.6492941176471,85,2
3214,965508,"-",98.9351063829787,94,2
3215,965571,"-",98.9976,100,2
3216,966165,"-",98.8102380952381,84,2
3217,966447,"-",97.1007246376812,69,2
3218,967542,"-",96.1023376623376,77,2
3219,967641,"-",96.8745833333333,96,2
3220,968939,"-",98.9709278350516,97,2
3221,973560,"-",97.5634146341464,82,2
3222,975071,"-",98.7018181818182,77,2
3223,976060,"-",100,97,2
3224,976395,"-",96.6621111111111,90,2
3225,976678,"-",99.001,100,2
3226,978319,"-",100,83,2
3227,981250,"-",98.6835526315789,76,2
3228,981280,"-",98.3858064516129,62,2
3229,984988,"-",96.6371428571428,119,2
3230,987785,"-",99.1756198347107,121,2
3231,988607,"-",97.4333333333333,117,2
3232,989258,"-",97.2469724770642,109,2
3233,991388,"-",97.979696969697,99,2
3234,991686,"-",100,120,2
3235,996027,"-",97.6993103448276,87,2
3236,1004061,"-",98.1477777777778,108,2
3237,1007075,"-",98.9821428571429,98,2
3238,1007136,"-",99.009900990099,101,2
3239,1008614,"-",100,100,2
3240,1010369,"-",98.7817073170732,82,2
3241,1017686,"-",97.1861971830986,71,2
3242,1020056,"-",98.8984615384615,91,2
3243,1023328,"-",98.7325316455696,79,2
3244,1024394,"-",100,89,2
3245,1030892,"-",88.753625,80,2
3246,1031267,"-",95.7894736842105,95,2
3247,1032083,"-",94.8746153846154,78,2
3248,1032260,"-",88.8914814814815,81,2
3249,1032818,"-",100,87,2
3250,1034791,"-",93.9387878787879,66,2
3251,1043485,"-",100,93,2
3252,1045389,"-",95.741914893617,94,2
3253,1047253,"-",97.3673684210526,76,2
3254,1049206,"-",100,92,2
3255,1049816,"-",95,60,2
3256,1054886,"-",96.4275,56,2
3257,1055444,"-",100,54,2
3258,1064231,"-",100,84,2
3259,1064549,"-",98.9143478260869,92,2
3260,1064698,"-",98.876404494382,89,2
3261,1065832,"-",100,82,2
3262,1069824,"-",100,74,2
3263,1070202,"-",100,78,2
3264,1071063,"-",93.334,60,2
3265,1071402,"-",98.8888888888889,90,2
3266,1071654,"-",100,70,2
3267,1074302,"-",100,65,2
3268,1074902,"-",98.075,52,2
3269,1076361,"-",100,69,2
3270,1076538,"-",98.1122641509434,53,2
3271,1077372,"-",96.155,52,2
3272,1077674,"-",100,56,2
3273,1079804,"-",98.5067164179104,67,2
3274,1082545,"-",98.0776923076923,52,2
3275,1082562,"-",100,53,2
3276,1093502,"-",97.22,36,2
3277,1094240,"-",100,52,2
3278,1094965,"-",100,38,2
3279,1095729,"-",100,41,2
3280,1096442,"-",97.7786666666667,45,2
3281,1102231,"-",94.2031884057971,69,2
3282,1107738,"-",100,61,2
3283,1108294,"-",100,52,2
3284,1115467,"-",94.9152542372881,59,2
3285,1116912,"-",100,78,2
3286,1117089,"-",100,65,2
3287,1117981,"-",93.8458461538462,65,2
3288,1118239,"-",89.7461538461539,39,2
3289,1118299,"-",97.6767441860465,43,2
3290,1119808,"-",100,80,2
3291,1120852,"-",98.851724137931,87,2
3292,1123924,"-",98.749375,80,2
3293,1127048,"-",100,81,2
3294,1129934,"-",100,94,2
3295,1130608,"-",97.50275,80,2
3296,1131598,"-",94.44,72,2
3297,1131956,"-",94.5425454545455,55,2
3298,1136358,"-",100,95,2
3299,1138962,"-",100,67,2
3300,1140650,"-",100,69,2
3301,1141174,"-",100,71,2
3302,1143003,"-",97.7027586206897,87,2
3303,1144233,"-",97.8021978021978,91,2
3304,1146195,"-",97.4032467532468,77,2
3305,1148224,"-",98.7951807228916,83,2
3306,1148832,"-",98.9147826086956,92,2
3307,1154831,"-",100,84,2
3308,1155822,"-",98.5728571428571,70,2
3309,1157098,"-",96.87390625,64,2
3310,1157680,"-",98.075,52,2
3311,1158473,"-",98.5492753623188,69,2
3312,1160051,"-",98.9119565217391,92,2
3313,1160093,"-",100,81,2
3314,1160105,"-",100,85,2
3315,1160132,"-",100,81,2
3316,1161336,"-",100,87,2
3317,1162167,"-",100,95,2
3318,1163199,"-",100,73,2
3319,1163775,"-",98.8906666666667,90,2
3320,1164417,"-",98.388064516129,62,2
3321,1169011,"-",97.1833802816901,71,2
3322,1171098,"-",96.808829787234,94,2
3323,1173633,"-",96.0016,100,2
3324,1174916,"-",98.8998901098901,91,2
3325,1176865,"-",96.9712121212121,66,2
3326,1177932,"-",100,61,2
3327,1179122,"-",98.8640909090909,88,2
3328,1183497,"-",98.2760344827586,58,2
3329,1185731,"-",96.227358490566,53,2
3330,1185800,"-",100,65,2
3331,1185945,"-",100,69,2
3332,1186370,"-",97.6753488372093,43,2
3333,1186706,"-",98.4863636363636,66,2
3334,1187279,"-",97.1847887323944,71,2
3335,1188209,"-",96.34,82,2
3336,1189383,"-",100,99,2
3337,1194372,"-",91.665,60,2
3338,1194991,"-",98.7341772151899,79,2
3339,1195303,"-",95.8295833333333,72,2
3340,1195690,"-",98.9258064516129,93,2
3341,1196647,"-",98.6843421052632,76,2
3342,1200503,"-",100,105,2
3343,1203615,"-",90.4788888888889,63,2
3344,1207099,"-",100,90,2
3345,1208351,"-",95.3502325581395,86,2
3346,1215280,"-",99.22,128,2
3347,1215469,"-",100,137,2
3348,1215550,"-",99.2411363636364,132,2
3349,1218030,"-",99.1882926829268,123,2
3350,1219145,"-",97.49975,120,2
3351,1220528,"-",96.6342016806723,119,2
3352,1224082,"-",99.2066666666667,126,2
3353,1225459,"-",88.236,85,2
3354,1226291,"-",96.5922727272727,88,2
3355,1230950,"-",96.4940350877193,114,2
3356,1233543,"-",98.3442975206612,121,2
3357,1234181,"-",100,119,2
3358,1235878,"-",96.4292857142857,112,2
3359,1238250,"-",93.8259259259259,81,2
3360,1238529,"-",99.1313043478261,115,2
3361,1241346,"-",99.1097321428572,112,2
3362,1243308,"-",97.9772727272727,99,2
3363,1243621,"-",96.3956756756757,111,2
3364,1248779,"-",100,114,2
3365,1249259,"-",100,131,2
3366,1250341,"-",94.9490909090909,99,2
3367,1253495,"-",100,119,2
3368,1258005,"-",92.7560869565217,138,2
3369,1258626,"-",100,140,2
3370,1259514,"-",95.1930769230769,104,2
3371,1260310,"-",99.168,120,2
3372,1262343,"-",99.3690566037736,159,2
3373,1263060,"-",100,159,2
3374,1263967,"-",98.63,146,2
3375,1264368,"-",99.3605769230769,156,2
3376,1266977,"-",97.3996753246753,154,2
3377,1267806,"-",100,145,2
3378,1268580,"-",97.258904109589,146,2
3379,1274543,"-",98.0971428571429,105,2
3380,1274924,"-",89.8878651685393,89,2
3381,1275753,"-",80.0036923076923,65,2
3382,1278595,"-",98.9247311827957,93,2
3383,1280712,"-",99.2513432835821,134,2
3384,1281290,"-",94.4939449541284,109,2
3385,1283391,"-",99.20136,125,2
3386,1288270,"-",97.8743617021277,94,2
3387,1288817,"-",99.21953125,128,2
3388,1291351,"-",98.2912820512821,117,2
3389,1292208,"-",97.4799159663866,119,2
3390,1292556,"-",99.0493333333333,105,2
3391,1294037,"-",98.8770786516854,89,2
3392,1294093,"-",94.5652173913043,92,2
3393,1294772,"-",100,95,2
3394,1298703,"-",100,82,2
3395,1300688,"-",88.002,50,2
3396,1301752,"-",93.5923076923077,78,2
3397,1302669,"-",97.7272727272727,88,2
3398,1302771,"-",97.8476344086021,93,2
3399,1304885,"-",93.3943396226415,106,2
3400,1305603,"-",96.7365217391304,92,2
3401,1309431,"-",98.163119266055,109,2
3402,1313189,"-",100,115,2
3403,1313429,"-",84.8481818181818,66,2
3404,1313811,"-",94.1716504854369,103,2
3405,1316917,"-",97.8230434782609,138,2
3406,1320176,"-",97.2179166666667,144,2
3407,1321247,"-",99.3237837837838,148,2
3408,1325932,"-",93.3968867924528,106,2
3409,1327227,"-",100,113,2
3410,1327632,"-",97.7295454545455,88,2
3411,1331336,"-",98.5860992907801,141,2
3412,1336222,"-",93.4092307692308,91,2
3413,1337820,"-",99.14,116,2
3414,1337943,"-",99.155,118,2
3415,1340482,"-",95.879381443299,97,2
3416,1340629,"-",99.0744444444445,108,2
3417,1340749,"-",99.1295652173913,115,2
3418,1341016,"-",96.802,125,2
3419,1342333,"-",88.89,90,2
3420,1342600,"-",99.1795081967213,122,2
3421,1342982,"-",99.1362068965517,116,2
3422,1345031,"-",97.0556862745098,102,2
3423,1345190,"-",100,119,2
3424,1348187,"-",89.3608510638298,94,2
3425,1349231,"-",97.9352577319588,97,2
3426,1350115,"-",97.8486021505376,93,2
3427,1350126,"-",98.8524137931035,87,2
3428,1350427,"-",98.5521739130435,69,2
3429,1351032,"-",99.0631775700934,107,2
3430,1351331,"-",99.10625,112,2
3431,1353319,"-",100,113,2
3432,1358829,"-",98.2591304347826,115,2
3433,1359048,"-",96.4926315789474,114,2
3434,1359215,"-",100,144,2
3435,1359438,"-",84.0699115044248,113,2
3436,1359969,"-",98.46,130,2
3437,1360084,"-",100,133,2
3438,1364290,"-",100,111,2
3439,1366641,"-",95.7892631578947,95,2
3440,1370001,"-",81.8172727272727,88,2
3441,1370821,"-",94.99975,80,2
3442,1371144,"-",100,124,2
3443,1372510,"-",88.8908888888889,90,2
3444,1373522,"-",96.1852671755725,131,2
3445,1373909,"-",99.2358778625954,131,2
3446,1375913,"-",100,127,2
3447,1378340,"-",100,110,2
3448,1378442,"-",100,102,2
3449,1379075,"-",98.484696969697,132,2
3450,1380431,"-",98.15,108,2
3451,1386347,"-",97.999,100,2
3452,1386753,"-",94.4409722222222,72,2
3453,1387328,"-",97.4328205128205,78,2
3454,1387816,"-",95.7764788732394,71,2
3455,1388577,"-",98.7812195121951,82,2
3456,1392537,"-",94.6248387096774,93,2
3457,1392922,"-",100,105,2
3458,1394557,"-",85.3293333333333,75,2
3459,1394782,"-",96.7037362637363,91,2
3460,1395231,"-",96.87375,96,2
3461,1397867,"-",97.0305940594059,101,2
3462,1397876,"-",100,107,2
3463,1398599,"-",100,122,2
3464,1398853,"-",100,103,2
3465,1400155,"-",100,127,2
3466,1402313,"-",97.8052747252747,91,2
3467,1404645,"-",100,102,2
3468,1406119,"-",94.4437962962963,108,2
3469,1411522,"-",90.9090909090909,77,2
3470,1413107,"-",96.4922807017544,114,2
3471,1414087,"-",92.5527659574468,94,2
3472,1414599,"-",93.8421538461538,65,2
3473,1419234,"-",99.2960563380282,142,2
3474,1421565,"-",95.6047252747253,91,2
3475,1422632,"-",92.5937037037037,108,2
3476,1423138,"-",99.1658333333333,120,2
3477,1423437,"-",92.7862886597938,97,2
3478,1427749,"-",98.7096774193548,155,2
3479,1428299,"-",94.1182352941177,102,2
3480,1429856,"-",98.3590163934426,122,2
3481,1431340,"-",97.9145833333333,96,2
3482,1435006,"-",98.1133962264151,106,2
3483,1436029,"-",99.1236842105263,114,2
3484,1437414,"-",96.0380198019802,101,2
3485,1438999,"-",100,134,2
3486,1441364,"-",100,110,2
3487,1441445,"-",99.2112598425197,127,2
3488,1442306,"-",98.5309558823529,136,2
3489,1442359,"-",91.0119101123596,89,2
3490,1445313,"-",98.1981081081081,111,2
3491,1445580,"-",92.1067543859649,114,2
3492,1448524,"-",100,163,2
3493,1451268,"-",93.2005825242718,103,2
3494,1451585,"-",94.8435051546392,97,2
3495,1453895,"-",91.0714285714286,112,2
3496,1456484,"-",98.6847368421053,152,2
3497,1456831,"-",96.8511023622047,127,2
3498,1460535,"-",98.019702970297,101,2
3499,1462940,"-",99.3268456375839,149,2
3500,1463933,"-",97.7410526315789,133,2
3501,1464044,"-",100,131,2
3502,1469163,"-",98.2615652173913,115,2
3503,1472741,"-",96.6651111111111,90,2
3504,1475236,"-",98.6120833333333,144,2
3505,1477804,"-",92.9137007874016,127,2
3506,1481109,"-",87.3723157894737,95,2
3507,1482478,"-",99.2484210526316,133,2
3508,1483263,"-",98.111320754717,106,2
3509,1485920,"-",99.145641025641,117,2
3510,1485989,"-",97.3434513274336,113,2
3511,1485998,"-",99.1525423728814,118,2
3512,1487328,"-",100,127,2
3513,1491864,"-",93.6504761904762,63,2
3514,1493269,"-",99.2752898550725,138,2
3515,1495755,"-",98.3854838709677,62,2
3516,1496179,"-",95.6515942028986,69,2
3517,1497470,"-",88.88875,72,2
3518,1497844,"-",100,87,2
3519,1499368,"-",94.3669014084507,71,2
3520,1499671,"-",98.9448421052631,95,2
3521,1501072,"-",98.9251612903226,93,2
3522,1503046,"-",95.555,90,2
3523,1504473,"-",97.8512903225807,93,2
3524,1505667,"-",100,86,2
3525,1507810,"-",98.5282352941176,68,2
3526,1508082,"-",94.5227397260274,73,2
3527,1509093,"-",100,85,2
3528,1511333,"-",97.1422857142857,70,2
3529,1511531,"-",98.5923943661972,71,2
3530,1512164,"-",100,61,2
3531,1515000,"-",96.8771875,64,2
3532,1515262,"-",100,61,2
3533,1517044,"-",100,63,2
3534,1518460,"-",66.6638095238095,42,2
3536,1528247,"-",98.3593442622951,61,2
3537,1529005,"-",100,58,2
3538,1537305,"-",98.1472222222222,54,2
3539,1540662,"-",94.3403773584906,53,2
3540,1543350,"-",100,82,2
3541,1545237,"-",98.9474736842105,95,2
3542,1545720,"-",97.2241666666667,72,2
3543,1546709,"-",98.8114285714286,84,2
3544,1547651,"-",99.0556603773585,106,2
3545,1547940,"-",92.4032911392405,79,2
3546,1553896,"-",100,109,2
3547,1555609,"-",96.8097872340425,94,2
3548,1556057,"-",97.9581632653061,98,2
3549,1557961,"-",96.265046728972,107,2
3550,1558464,"-",97.8967368421053,95,2
3551,1564495,"-",100,119,2
3552,1564572,"-",100,89,2
3553,1571618,"-",98.95875,96,2
3554,1573319,"-",98.6111111111111,72,2
3555,1575467,"-",100,92,2
3556,1575529,"-",100,90,2
3557,1579524,"-",98.8640909090909,88,2
3558,1581071,"-",92.8571428571429,70,2
3559,1583726,"-",98.2907692307692,117,2
3560,1584141,"-",99.0663551401869,107,2
3561,1586391,"-",94.6796808510638,94,2
3562,1591243,"-",100,134,2
3563,1591566,"-",94.5194520547945,73,2
3564,1592052,"-",99.0909090909091,110,2
3565,1592802,"-",85.5030434782609,69,2
3566,1593202,"-",92.3811428571429,105,2
3567,1593337,"-",99.009504950495,101,2
3568,1593534,"-",100,123,2
3569,1595341,"-",100,100,2
3570,1597830,"-",97.8503225806452,93,2
3571,1600664,"-",99.1748760330579,121,2
3572,1601579,"-",99.2623529411765,136,2
3573,1602723,"-",99.2436363636364,132,2
